name,type,ownership,latitude,longitude,source
Savannah Park Clinic,Clinic,Local authority,-29.8827,30.8433,GPS
Scottburgh Clinic,Clinic,MoH,-30.2862,30.7544,GPS
Scottsville Clinic,Clinic,MoH,-29.6247,30.3944,GPS
Sea Cow Lake Clinic,Clinic,Local authority,-29.7962,31.0023,GPS
Seaview Clinic,Clinic,Local authority,-29.9016,30.9659,GPS
Shakaskraal Clinic,Clinic,MoH,-29.4493,31.2184,GPS
Shallcross Clinic,Clinic,Local authority,-29.8887,30.8781,GPS
Shayamoya Health Post,Health Post,MoH,-30.5300,29.4300,GPS
Shelly Beach Clinic,Clinic,MoH,-30.8006,30.4118,GPS
Shemula Clinic,Clinic,MoH,-27.0819,32.2286,GPS
Shongweni Dam Clinic,Clinic,MoH,-29.8654,30.7618,GPS
Sibuyane Clinic,Clinic,MoH,-28.8445,30.8992,GPS
Sigweje Clinic,Clinic,MoH,-28.4783,30.2712,GPS
Sihleza Clinic,Clinic,MoH,-30.4564,29.7316,GPS
Sinathing Clinic,Clinic,MoH,-29.6750,30.2952,GPS
Singisi Clinic,Clinic,MoH,-30.5340,29.9530,GPS
Siphamandla Clinic,Clinic,MoH,-30.1329,29.8192,GPS
Siphilile Clinic,Clinic,MoH,-28.8188,31.4750,GPS
Siphimpilo Clinic,Clinic,MoH,-28.1952,30.1593,GPS
Sipho Zungu Clinic,Clinic,MoH,-28.3683,32.3766,GPS
Sitezi Clinic,Clinic,MoH,-29.6520,30.3491,GPS
Sivananda Clinic,Clinic,MoH,-29.6993,30.9572,GPS
Siyakhathala Clinic,Clinic,MoH,-28.0934,30.7879,GPS
Sizana Clinic,Clinic,MoH,-27.9288,31.4005,GPS
Sobantu Clinic,Clinic,MoH,-29.5952,30.4248,GPS
Sokhela Clinic,Clinic,MoH,-29.9242,29.8665,GPS
Sokhulu Clinic,Clinic,MoH,-28.5534,32.3140,GPS
Somkhele Clinic,Clinic,MoH,-28.3307,32.1010,GPS
Songonzima Clinic,Clinic,MoH,-29.6980,30.1251,GPS
Southport Clinic,Clinic,MoH,-30.6781,30.5054,GPS
Sovane Clinic,Clinic,MoH,-27.6529,31.7927,GPS
Sqandulweni Health Post,Health Post,MoH,,,
St Aidans Hospital,Regional Hospital,MoH,-29.8507,31.0110,GPS
St Andrew's Gateway Clinic,Clinic,MoH,-30.5755,29.8893,GPS
St Andrew's Hospital,District Hospital,MoH,-30.5755,29.8893,GPS
St Anne's Clinic,Clinic,Local authority,-29.8491,30.8257,GPS
St Apollinaris Gateway Clinic,Clinic,MoH,-30.0164,29.7256,GPS
St Apollinaris Hospital,District Hospital,MoH,-30.0165,29.7258,GPS
St Chads CHC,Community Health Centre,MoH,-28.5745,29.9149,GPS
St Faith's Clinic,Clinic,MoH,-30.5296,30.2020,GPS
St Francis Clinic,Clinic,MoH,-28.2240,31.4760,GPS
St Francis Gateway Clinic,Clinic,MoH,-28.2246,31.4767,GPS
St Margaret's Clinic,Clinic,MoH,-30.2692,29.9328,GPS
St Mary's Hospital Mariannhill,District Hospital,Local authority,-29.8490,30.8249,GPS
Stafford Clinic,Clinic,MoH,-27.7690,30.0809,GPS
Stanger Hospital,Regional Hospital,MoH,-29.3327,31.2852,GPS
Starwood Clinic,Clinic,MoH,-29.7036,31.0068,GPS
Steadville Clinic,Clinic,MoH,-28.5613,29.8175,GPS
Stedham Clinic,Clinic,MoH,-28.0628,31.3027,GPS
Stepmore Health Post,Health Post,MoH,-29.5896,29.6012,GPS
Stonebridge Clinic,Clinic,Local authority,-29.7239,31.0180,GPS
Stott Road Clinic,Clinic,MoH,-29.6083,30.3390,GPS
Sukumani Clinic,Clinic,MoH,-27.8653,30.1500,GPS
Sundumbili CHC,Community Health Centre,MoH,-29.1337,31.4011,GPS
Swart Mfolozi Clinic,Clinic,MoH,-27.9345,31.2103,GPS
Sydenham Heights Clinic,Clinic,Local authority,-29.8271,30.9811,GPS
Taylors Halt Clinic,Clinic,MoH,-29.6819,30.1914,GPS
Thafamasi Clinic,Clinic,MoH,-29.5328,30.8568,GPS
Thalaneni Clinic,Clinic,MoH,-28.5536,31.0452,GPS
Thandanani Clinic Dannhauser,Clinic,MoH,-28.0470,30.0820,GPS
Thandanani Clinic Okhahlamba,Clinic,Local authority,-28.7300,29.3496,GPS
Thathezakhe Clinic,Clinic,MoH,-28.2045,30.7334,GPS
Thembalesizwe Clinic,Clinic,MoH,-30.8609,30.1511,GPS
Thembalihle Clinic,Clinic,MoH,-27.9288,30.2475,GPS
Thembumusa Clinic,Clinic,MoH,-27.9895,30.7254,GPS
Thengane Clinic,Clinic,MoH,-27.0197,32.6913,GPS
Thokozani Clinic,Clinic,MoH,-28.8679,31.9102,GPS
Tholimpilo Clinic,Clinic,Local authority,-29.2217,30.0105,GPS
Tholusizo Clinic,Clinic,MoH,-28.7367,29.8383,GPS
Thonjeni Clinic,Clinic,MoH,-30.6467,30.1213,GPS
Thubalethu Health Post,Health Post,MoH,-28.5645,31.3912,GPS
Thulasizwe Gateway Clinic,Clinic,MoH,-28.3331,31.4073,GPS
Tobolsk Clinic,Clinic,MoH,-27.3037,31.2259,GPS
Tongaat CHC,Community Health Centre,MoH,-29.5687,31.1168,GPS
Trenance Park Clinic,Clinic,Local authority,-29.6540,31.0048,GPS
Tsatsi Memorial Clinic,Clinic,MoH,-29.6495,29.6722,GPS
Tshelimnyama Clinic,Clinic,Local authority,-29.8431,30.8091,GPS
Tugela Clinic,Clinic,Local authority,-29.1729,31.4177,GPS
Turton CHC,Community Health Centre,MoH,-30.5031,30.5935,GPS
Twasana Clinic,Clinic,Local authority,-28.1874,31.2863,GPS
Ukuthula Clinic,Clinic,MoH,-29.0717,30.6060,GPS
Ulundi A Clinic,Clinic,MoH,-28.3339,31.4142,GPS
Umbilo Clinic,Clinic,Local authority,-29.8832,30.9864,GPS
Umbonambi Clinic,Clinic,MoH,-28.7133,32.1655,GPS
Umbumbulu Clinic,Clinic,MoH,-29.9810,30.6992,GPS
Umdloti Clinic,Clinic,Local authority,-29.6631,31.1220,GPS
Umkhontokayise Clinic,Clinic,MoH,-28.9155,31.8283,GPS
Umkomaas Clinic,Clinic,Local authority,-30.2056,30.7975,GPS
Umlazi AA Clinic,Clinic,Local authority,-29.9779,30.8668,GPS
Umlazi Chest Clinic,Clinic,MoH,-29.9540,30.9346,GPS
Umlazi D Clinic,Clinic,MoH,-29.9689,30.9047,GPS
Umlazi G Clinic,Clinic,Local authority,-29.9525,30.8848,GPS
Umlazi K Clinic,Clinic,MoH,-29.9644,30.8504,GPS
Umlazi N Clinic,Clinic,Local authority,-29.9597,30.8728,GPS
Umlazi U21 Clinic,Clinic,MoH,-29.9894,30.8918,GPS
Umlazi V Clinic,Clinic,MoH,-29.9601,30.9302,GPS
Umnini Clinic,Clinic,MoH,-30.1429,30.8192,GPS
Umphumulo Gateway Clinic,Clinic,MoH,-29.1425,31.0426,GPS
Umphumulo Hospital,District Hospital,MoH,-29.1425,31.0426,GPS
Umtentweni Clinic,Clinic,MoH,-30.7196,30.4735,GPS
Umzimkhulu Clinic,Clinic,MoH,-30.2553,29.9260,GPS
Umzinto Clinic,Clinic,MoH,-30.3043,30.6676,GPS
Umzinto North Clinic,Clinic,MoH,-30.3044,30.6679,GPS
Umzomuhle Umlazi H Clinic,Clinic,MoH,-29.9510,30.8683,GPS
Underberg Clinic,Clinic,MoH,-29.7946,29.4985,GPS
Untunjambili Gateway Clinic,Clinic,MoH,-28.9420,30.9485,GPS
Untunjambili Hospital,District Hospital,MoH,-28.9420,30.9485,GPS
Usuthu Clinic,Clinic,MoH,-27.9635,31.4939,GPS
Valley Trust Clinic,Clinic,Private not for profit,-29.7533,30.7465,GPS
Verdriet Clinic,Clinic,MoH,-27.9896,30.1499,GPS
Verulam Clinic,Clinic,Local authority,-29.6460,31.0471,GPS
Vryheid Clinic,Clinic,Local authority,-27.7585,30.7967,GPS
Vryheid Gateway Clinic,Clinic,MoH,-27.7584,30.7967,GPS
Vryheid Hospital,District Hospital,MoH,-27.7583,30.7971,GPS
Vumanhlamvu Clinic,Clinic,MoH,-28.6853,31.1164,GPS
Vumani Clinic,Clinic,MoH,-27.6810,31.1820,GPS
Walton Clinic,Clinic,MoH,-28.5575,29.7785,GPS
Wasbank Clinic,Clinic,MoH,-28.3004,30.0830,GPS
Waterfall Clinic,Clinic,Local authority,-29.7490,30.8182,GPS
Waterloo Clinic,Clinic,Local authority,-29.6640,31.0493,GPS
Watersmeet Clinic,Clinic,MoH,-28.3961,29.7346,GPS
Wela Clinic,Clinic,MoH,-28.2261,31.5683,GPS
Welbedacht - Siyakha Clinic,Clinic,Local authority,-29.9342,30.8644,GPS
Welbedacht Clinic,Clinic,MoH,-29.9250,30.8600,GPS
Wembezi Clinic,Clinic,MoH,-29.0520,29.7852,GPS
Wentworth Gateway Clinic,Clinic,MoH,-29.9329,30.9892,GPS
Wentworth Hospital,District Hospital,MoH,-29.9329,30.9892,GPS
Westville Clinic,Clinic,Local authority,-29.8337,30.9127,GPS
Weza Clinic,Clinic,MoH,-30.5911,29.7454,GPS
Willowfountain Clinic,Clinic,MoH,-29.7039,30.3267,GPS
Woodhurst Clinic,Clinic,Local authority,-29.9057,30.9029,GPS
Woodlands Clinic,Clinic,MoH,-29.5799,30.3927,GPS
Wosiyane Clinic,Clinic,MoH,-29.5522,30.7828,GPS
Wyebank Clinic,Clinic,Local authority,-29.7708,30.8768,GPS
Xhamini Clinic,Clinic,MoH,-30.7433,29.9082,GPS
Xulu Clinic,Clinic,MoH,-28.6487,30.9415,GPS
Yellow Wood Park Clinic,Clinic,Local authority,-29.9180,30.9423,GPS
Zama Zama Clinic,Clinic,MoH,-27.1257,32.2808,GPS
Zamimpilo Clinic,Clinic,MoH,-28.4382,30.6962,GPS
Zilulwane Clinic,Clinic,MoH,-28.3370,31.6055,GPS
Zwelibomvu Clinic,Clinic,MoH,-29.8856,30.7090,GPS
Zwelisha Clinic,Clinic,MoH,-29.0593,29.7366,GPS
A Mamabolo Clinic,Clinic,MoH,-23.8795,29.8204,GPS
Abbotspoort Clinic,Clinic,MoH,-23.4549,28.0869,GPS
Alldays Clinic,Clinic,MoH,-22.6830,29.1058,GPS
Alma Clinic,Clinic,MoH,-24.4888,28.0700,GPS
Ambergate Clinic,Clinic,MoH,-23.5167,28.9368,GPS
Armoed Clinic,Clinic,MoH,-23.9550,28.9853,GPS
Bakenberg Clinic,Clinic,MoH,-23.8647,28.7560,GPS
Basani Clinic,Clinic,MoH,-23.3692,30.5192,GPS
Bavaria Clinic,Clinic,MoH,-23.5241,28.8329,GPS
Beaconsfield Clinic,Clinic,MoH,-22.9214,30.1188,GPS
Bela-Bela Clinic,Clinic,MoH,-24.8765,28.3243,GPS
Bellevue Clinic,Clinic,MoH,-23.4121,30.4206,GPS
Benfarm Clinic,Clinic,MoH,-23.9161,31.0373,GPS
Bismarck Clinic,Clinic,MoH,-24.2047,30.5019,GPS
Block 14 Clinic,Clinic,MoH,-23.9886,29.7858,GPS
Blouberg CHC,Community Health Centre,MoH,-23.1424,29.0083,GPS
Blouberg Gateway Clinic,Clinic,MoH,-23.1420,29.0080,GPS
Bochabelo Clinic,Clinic,MoH,-23.4305,30.5128,GPS
Bokwalakwala Clinic,Clinic,MoH,-24.1490,28.9514,GPS
Bolobedu Clinic,Clinic,MoH,-23.6234,30.3463,GPS
Boschkloof Clinic,Clinic,MoH,-24.8041,30.0936,GPS
Boschplaats Clinic,Clinic,MoH,-24.4483,29.5540,GPS
Bosele Clinic,Clinic,MoH,-25.0079,29.7412,GPS
Botlokwa Gateway Clinic,Clinic,MoH,-23.4926,29.7427,GPS
Botlokwa Hospital,District Hospital,MoH,-23.4923,29.7427,GPS
Buffelshoek Clinic Blouberg,Clinic,MoH,-23.1492,28.9242,GPS
Buitestraat Clinic,Clinic,MoH,-23.9020,29.4421,GPS
Bungeni CHC,Community Health Centre,MoH,-23.2029,30.1975,GPS
Burgerecht Clinic,Clinic,MoH,-22.9873,28.9534,GPS
Burgersfort Clinic,Clinic,MoH,-24.6654,30.3226,GPS
Byldrift Clinic,Clinic,MoH,-24.5458,29.5037,GPS
Calais Clinic,Clinic,MoH,-24.1355,30.3352,GPS
Carlotta Clinic,Clinic,MoH,-23.9980,30.3173,GPS
Chalema Clinic,Clinic,MoH,-23.7651,28.7475,GPS
Charlie Rangaan Clinic,Clinic,MoH,-23.4772,30.5522,GPS
Chromite Clinic,Clinic,MoH,-24.7852,27.2899,GPS
Chuene Clinic,Clinic,MoH,-24.1914,29.4860,GPS
Damani Clinic,Clinic,MoH,-22.8347,30.5133,GPS
Dan Village Clinic,Clinic,MoH,-23.9043,30.2716,GPS
Davhana Clinic,Clinic,MoH,-23.2097,30.4563,GPS
De Hoop Clinic,Clinic,MoH,-23.1875,30.2764,GPS
De Vrede Clinic,Clinic,MoH,-22.9173,29.0209,GPS
Dendron Clinic,Clinic,MoH,-23.3672,29.3275,GPS
Diana Clinic,Clinic,MoH,-23.8697,29.0666,GPS
Dichoeung Clinic,Clinic,MoH,-24.7527,29.8879,GPS
Dikgalaopeng Clinic,Clinic,MoH,-24.9853,29.4571,GPS
Dikgale Clinic,Clinic,MoH,-23.7206,29.7854,GPS
Dilokong Gateway Clinic,Clinic,MoH,-24.6143,30.1707,GPS
Dilokong Hospital,District Hospital,MoH,-24.6141,30.1705,GPS
Dithabaneng Clinic,Clinic,MoH,-24.3704,29.5777,GPS
Donald CHC,Community Health Centre,MoH,-26.1791,28.0344,GPS
Donald Fraser Hospital,District Hospital,MoH,-22.8886,30.4798,GPS
Dr CN Phatudi Hospital,District Hospital,MoH,-24.0265,30.2810,GPS
Dr Hugo Nkabinde Clinic,Clinic,MoH,-23.6685,30.4259,GPS
Dr Machupe Mphahlele CHC,Community Health Centre,MoH,-24.3125,29.3350,GPS
Dr Machupe Mphahlele Memorial Hospital,District Hospital,MoH,-24.3125,29.3350,GPS
Duiwelskloof CHC,Community Health Centre,MoH,-23.6974,30.1412,GPS
Duiwelskloof Clinic,Clinic,MoH,-23.6974,30.1412,GPS
Duvhuledza Clinic,Clinic,MoH,-22.7566,30.7877,GPS
Dwaalboom Clinic,Clinic,MoH,-24.7231,26.8101,GPS
Dzingahe Clinic,Clinic,MoH,-22.9090,30.5223,GPS
Dzumeri CHC,Community Health Centre,MoH,-23.5763,30.7086,GPS
Dzwerani Clinic,Clinic,MoH,-23.0568,30.4233,GPS
Eensaam Clinic,Clinic,MoH,-24.9533,29.8860,GPS
Eerstegeluk Clinic,Clinic,MoH,-24.7318,30.1333,GPS
Eisleben Clinic,Clinic,MoH,-23.5186,29.8415,GPS
Elandsdoorn Clinic,Clinic,MoH,-25.2849,29.2135,GPS
Elandskraal Clinic,Clinic,MoH,-24.7142,29.4120,GPS
Elim Hospital,District Hospital,MoH,-23.1540,30.0562,GPS
Ellisras Clinic,Clinic,MoH,-23.6815,27.7230,GPS
Ellisras Hospital,District Hospital,MoH,-23.6780,27.7033,GPS
Evelyn Lekganyane Clinic,Clinic,MoH,-23.9472,29.7986,GPS
FH Odendaal Nylstroom Hospital,District Hospital,MoH,-24.7014,28.4221,GPS
Folovhodwe Clinic,Clinic,MoH,-22.5881,30.4273,GPS
Fondwe Clinic,Clinic,MoH,-22.9175,30.2592,GPS
Ga Madiba Clinic,Clinic,MoH,-24.1286,28.9832,GPS
George Masebe Gateway Clinic,Clinic,MoH,-23.8756,28.7164,GPS
George Masebe Hospital,District Hospital,MoH,-23.8753,28.6929,GPS
Gideon Clinic,Clinic,MoH,-22.9008,28.6778,GPS
Giyani CHC,Community Health Centre,MoH,-23.3126,30.7233,GPS
Goedentrou Clinic,Clinic,MoH,-23.4007,28.9124,GPS
Goedgedach Clinic,Clinic,MoH,-25.0606,29.7178,GPS
Goedgevonden Clinic,Clinic,MoH,-23.6474,28.9311,GPS
Gondeni Clinic,Clinic,MoH,-22.9133,30.4373,GPS
Grace Mugodeni CHC,Community Health Centre,MoH,-23.7165,30.4365,GPS
Groblersdal Clinic,Clinic,MoH,-25.1688,29.4009,GPS
Groblersdal Hospital,District Hospital,MoH,-25.1762,29.4039,GPS
Grootdraai Clinic,Clinic,MoH,-23.1175,28.6975,GPS
Guyuni Clinic,Clinic,MoH,-22.7269,30.4769,GPS
Ha-mutsha Clinic,Clinic,MoH,-23.0641,30.3494,GPS
HC Boshoff CHC,Community Health Centre,MoH,-24.5959,30.0814,GPS
Helderwater Clinic,Clinic,MoH,-23.2819,30.2962,GPS
Helene Franz Gateway Clinic,Clinic,MoH,-23.2818,29.1082,GPS
Helene Franz Hospital,District Hospital,MoH,-23.2838,29.1131,GPS
Helene Franz School Clinic,Clinic,MoH,-23.2600,29.1000,GPS
Hlaneki Clinic,Clinic,MoH,-23.2814,30.5093,GPS
Hlogotlou Clinic,Clinic,MoH,-25.0296,29.7336,GPS
Hoedspruit Clinic,Clinic,MoH,-24.3557,30.9514,GPS
Humulani Clinic,Clinic,MoH,-23.8750,31.0602,GPS
Hwelereng Clinic,Clinic,MoH,-24.3554,29.4570,GPS
Ikageng Clinic,Clinic,MoH,-24.5708,29.8738,GPS
Indermark Clinic,Clinic,MoH,-23.0785,29.1107,GPS
J Mamabolo Clinic,Clinic,MoH,-23.8058,29.7996,GPS
Jakkalskuil Clinic,Clinic,MoH,-23.8331,28.6078,GPS
Jamela Clinic,Clinic,MoH,-23.9602,30.3697,GPS
Jane Furse Gateway Clinic,Clinic,MoH,-24.7606,29.8684,GPS
Jane Furse Hospital,District Hospital,MoH,-24.7638,29.8677,GPS
Julesburg CHC,Community Health Centre,MoH,-24.0695,30.3285,GPS
Kgapane Clinic,Clinic,MoH,-23.6407,30.2178,GPS
Kgapane Gateway Clinic,Clinic,MoH,-23.6477,30.2186,GPS
Kgapane Hospital,District Hospital,MoH,-23.6477,30.2186,GPS
Khakhala-Hlomela Clinic,Clinic,MoH,-23.2750,30.8442,GPS
Khakhu Clinic,Clinic,MoH,-22.8362,30.2473,GPS
Kheyi Clinic,Clinic,MoH,-23.5796,30.8736,GPS
Khomela Clinic,Clinic,MoH,-22.7053,30.2618,GPS
Khujwana Clinic,Clinic,MoH,-23.9301,30.2395,GPS
Kibi Clinic,Clinic,MoH,-22.8364,28.8470,GPS
Klipspruit Clinic,Clinic,MoH,-25.0089,29.7407,GPS
Krantzplaas Clinic,Clinic,MoH,-23.4862,28.9164,GPS
Kremetart Clinic,Clinic,MoH,-23.3223,30.6818,GPS
Kromdraai Clinic,Clinic,MoH,-24.9597,27.8787,GPS
Kromhoek Clinic,Clinic,MoH,-22.9326,29.0265,GPS
Kulani Clinic,Clinic,MoH,-23.0911,30.0323,GPS
Kuruleni Clinic,Clinic,MoH,-23.1456,30.3597,GPS
Kutama Clinic,Clinic,MoH,-23.0631,29.6354,GPS
Kwarrielaagte Clinic,Clinic,MoH,-25.3195,29.2619,GPS
Laastehoop Clinic,Clinic,MoH,-23.9846,29.6454,GPS
Lambani Clinic,Clinic,MoH,-22.7212,30.8317,GPS
Lebaka Clinic,Clinic,MoH,-23.4633,30.3673,GPS
Lebowakgomo Clinic,Clinic,MoH,-24.3136,29.5605,GPS
Lebowakgomo Gateway Clinic,Clinic,MoH,-24.2956,29.5285,GPS
Lebowakgomo Hospital,District Hospital,MoH,-24.2956,29.5285,GPS
Ledwaba Clinic,Clinic,MoH,-24.2724,29.4218,GPS
Lekhureng Clinic,Clinic,MoH,-23.5732,28.9203,GPS
Lenyenye Clinic,Clinic,MoH,-23.9741,30.2678,GPS
Lephalale Clinic,Clinic,MoH,-23.6678,27.7458,GPS
Lephepane Clinic,Clinic,MoH,-23.9868,30.1945,GPS
Lesfontein Clinic,Clinic,MoH,-23.1493,28.7855,GPS
Letaba Gateway Clinic,Clinic,MoH,-23.8740,30.2690,GPS
Letaba Hospital,Regional Hospital,MoH,-23.8741,30.2693,GPS
Letsitele Clinic,Clinic,MoH,-23.8898,30.3873,GPS
Levubu Clinic,Clinic,MoH,-23.0958,30.2860,GPS
Loloka Clinic,Clinic,MoH,-23.5505,30.7949,GPS
Lonsdale Clinic,Clinic,MoH,-23.6128,29.1557,GPS
Lorraine Clinic,Clinic,MoH,-24.1916,30.4231,GPS
Louis Trichardt Clinic,Clinic,MoH,-23.0373,29.9075,GPS
Louis Trichardt Hospital,District Hospital,MoH,-23.0291,29.9061,GPS
Louis Trichardt LA Clinic,Clinic,MoH,-23.0433,29.9068,GPS
Lulekani CHC,Community Health Centre,MoH,-23.8646,31.0773,GPS
Lwamondo Clinic,Clinic,MoH,-23.0138,30.3625,GPS
Maake Clinic,Clinic,MoH,-24.0346,30.2368,GPS
Mabins Clinic,Clinic,MoH,-24.3759,30.5421,GPS
Mabuela Clinic,Clinic,MoH,-23.9500,28.8050,GPS
Madala Clinic,Clinic,MoH,-22.8317,30.2728,GPS
Madibong Clinic,Clinic,MoH,-24.7346,29.8824,GPS
Madimbo Clinic,Clinic,MoH,-22.4517,30.5628,GPS
Madombidzha Clinic,Clinic,MoH,-23.1148,29.8194,GPS
Madumane Clinic,Clinic,MoH,-23.6293,30.3996,GPS
Mafefe Clinic,Clinic,MoH,-24.1952,30.0999,GPS
Magalies Clinic,Clinic,MoH,-24.5625,29.6441,GPS
Magukubjane Clinic,Clinic,MoH,-24.9974,29.8123,GPS
Magwedzha Clinic,Clinic,MoH,-22.9581,30.5602,GPS
Mahale Clinic,Clinic,MoH,-23.6946,30.9684,GPS
Mahubahube Clinic,Clinic,MoH,-24.6085,30.2970,GPS
Mahwelereng Clinic,Clinic,MoH,-24.1400,28.9838,GPS
Mahwelereng Zone 2 Clinic,Clinic,MoH,-24.1398,28.9918,GPS
Maja Clinic,Clinic,MoH,-24.1829,29.5371,GPS
Makahlule Clinic,Clinic,MoH,-22.8924,30.9117,GPS
Makanye Clinic,Clinic,MoH,-23.8981,29.7239,GPS
Makeepsvlei Clinic,Clinic,MoH,-24.9303,29.0458,GPS
Makgato Clinic,Clinic,MoH,-23.5055,29.6634,GPS
Makgobe Clinic,Clinic,MoH,-23.8668,28.7497,GPS
Makgope Clinic,Clinic,MoH,-23.6177,30.4689,GPS
Makhado CHC,Community Health Centre,MoH,-22.9008,30.0344,GPS
Makhushane Clinic,Clinic,MoH,-23.9657,31.0443,GPS
Makhuva Clinic,Clinic,MoH,-23.5821,30.9647,GPS
Makofane Clinic,Clinic,MoH,-24.4966,30.2253,GPS
Makonde Clinic,Clinic,MoH,-22.8070,30.5681,GPS
Makotopong Clinic,Clinic,MoH,-23.8181,29.6438,GPS
Makuleke Clinic,Clinic,MoH,-22.8652,30.9145,GPS
Makuya Clinic,Clinic,MoH,-22.6496,30.8303,GPS
Malamulele Clinic,Clinic,MoH,-23.0133,30.7014,GPS
Malamulele Hospital,District Hospital,MoH,-22.9969,30.6967,GPS
Malemati Clinic,Clinic,MoH,-24.3852,29.6383,GPS
Mamaila Clinic,Clinic,MoH,-23.3511,30.2427,GPS
Mamanyoha Clinic,Clinic,MoH,-23.5261,30.5172,GPS
Mamaselela Clinic,Clinic,MoH,-24.0062,28.8725,GPS
Mamitwa Clinic,Clinic,MoH,-23.7319,30.4094,GPS
Mamone Clinic,Clinic,MoH,-24.7110,29.8030,GPS
Mamotshwa Clinic,Clinic,MoH,-23.8517,29.8059,GPS
Mampana Clinic,Clinic,MoH,-24.7283,29.5334,GPS
Mamushi Clinic,Clinic,MoH,-24.0595,29.6954,GPS
Manamela Clinic,Clinic,MoH,-23.7028,29.2294,GPS
Manavhela Clinic,Clinic,MoH,-23.1003,30.4522,GPS
Manenzhe Clinic,Clinic,MoH,-22.4693,30.6810,GPS
Manganeng Clinic,Clinic,MoH,-24.6699,29.9691,GPS
Mankotsane Clinic,Clinic,MoH,-24.4149,29.7473,GPS
Mankuwe Clinic,Clinic,MoH,-23.4678,28.5596,GPS
Mankweng Clinic,Clinic,MoH,-23.8919,29.7242,GPS
Mankweng Gateway Clinic,Clinic,MoH,-23.8770,29.7260,GPS
Mankweng Hospital,Provincial Tertiary Hospital,MoH,-23.8808,29.7259,GPS
Manotoana Clinic,Clinic,MoH,-24.3562,29.9491,GPS
Manyima Clinic,Clinic,MoH,-23.2763,30.0183,GPS
Mapayeni Clinic,Clinic,MoH,-23.3491,30.8183,GPS
Mapela Clinic,Clinic,MoH,-23.9557,28.8476,GPS
Maphalle Clinic,Clinic,MoH,-23.4684,30.3120,GPS
Maphutha L Malatjie Hospital,District Hospital,MoH,-23.9253,31.0372,GPS
Mapodu Clinic,Clinic,MoH,-23.8883,29.8744,GPS
Maraba Clinic,Clinic,MoH,-23.7864,29.1718,GPS
Marapong CHC,Community Health Centre,MoH,-23.6728,27.7444,GPS
Marapong Clinic,Clinic,MoH,-23.6585,27.6291,GPS
Marble Hall Clinic,Clinic,MoH,-24.9666,29.2949,GPS
Marishane Clinic,Clinic,MoH,-24.7274,29.7468,GPS
Mariveni Clinic,Clinic,MoH,-23.8875,30.3488,GPS
Marseilles Clinic,Clinic,MoH,-23.2220,30.3367,GPS
Marulaneng Clinic Makhuduthamaga,Clinic,MoH,-24.6735,29.9000,GPS
Marulaneng Clinic Marble Hall,Clinic,MoH,-24.8320,29.5034,GPS
Masakona Clinic,Clinic,MoH,-23.2735,30.2442,GPS
Mashabela Clinic,Clinic,MoH,-24.4386,30.0048,GPS
Mashamba Clinic,Clinic,MoH,-23.2356,30.1533,GPS
Mashashane Clinic,Clinic,MoH,-23.9300,29.1331,GPS
Mashau Clinic,Clinic,MoH,-23.1688,30.2175,GPS
Mashishimale Clinic,Clinic,MoH,-23.8600,31.0300,GPS
Mashite Clinic,Clinic,MoH,-24.3116,29.6947,GPS
Masisi Clinic,Clinic,MoH,-22.4220,30.8618,GPS
Matavhela Clinic,Clinic,MoH,-22.6726,30.5243,GPS
Mathabatha Clinic,Clinic,MoH,-24.2056,29.8713,GPS
Matiyani Clinic,Clinic,MoH,-22.7460,30.9778,GPS
Matlala Clinic Aganang,Clinic,MoH,-23.7463,29.0561,GPS
Matlala Clinic Marble Hall,Clinic,MoH,-24.8848,29.5542,GPS
Matlala Gateway Clinic,Clinic,MoH,-24.8848,29.5542,GPS
Matlala Hospital,District Hospital,MoH,-24.8321,29.5023,GPS
Matoks Clinic,Clinic,MoH,-23.4778,29.7139,GPS
Matsa Clinic,Clinic,MoH,-22.8741,29.9968,GPS
Matsageng Clinic,Clinic,MoH,-24.4934,30.0576,GPS
Matsepe Clinic,Clinic,MoH,-25.0233,29.4970,GPS
Matsheka Clinic,Clinic,MoH,-22.8787,30.7391,GPS
Matsotsosela Clinic,Clinic,MoH,-23.6035,30.8254,GPS
Matswi Clinic,Clinic,MoH,-23.5858,30.3577,GPS
Mattanau Clinic,Clinic,MoH,-23.4249,28.7984,GPS
Mavambe Clinic,Clinic,MoH,-23.0036,30.6489,GPS
Mawa Clinic,Clinic,MoH,-23.6254,30.5337,GPS
Mbilwi Clinic,Clinic,MoH,-22.9292,30.4690,GPS
Mbokota Clinic,Clinic,MoH,-23.2001,30.0988,GPS
Mecklenburg Gateway Clinic,Clinic,MoH,-24.3861,30.0749,GPS
Mecklenburg Hospital,District Hospital,MoH,-24.3853,30.0725,GPS
Meedingen Clinic,Clinic,MoH,-23.6413,30.2415,GPS
Messina Hospital,District Hospital,MoH,-22.3416,30.0429,GPS
Mhinga Clinic,Clinic,MoH,-22.7938,30.9032,GPS
Mhlava Willem Clinic,Clinic,MoH,-23.2109,30.8598,GPS
Middelwater Clinic,Clinic,MoH,-23.4153,30.2056,GPS
Midoroni Clinic,Clinic,MoH,-23.0304,29.6322,GPS
Mmotoaneng Clinic,Clinic,MoH,-24.9223,29.6208,GPS
Mmutlane Clinic,Clinic,MoH,-24.3478,30.1459,GPS
