name,type,ownership,latitude,longitude,source
Mapuzi Clinic,Clinic,MoH,-31.9593,29.1304,GPS
Maqanyeni Clinic,Clinic,MoH,-31.6422,28.9731,GPS
Maqashu Clinic,Clinic,MoH,-31.7437,27.3350,GPS
Market Square Clinic,Clinic,MoH,-32.2503,24.5387,GPS
Marselle Clinic,Clinic,MoH,-33.6793,26.6351,GPS
Martje Venter Hospital Tarkastad,District Hospital,MoH,-32.0089,26.2588,GPS
Masakhane Clinic Aberdeen,Clinic,MoH,-32.4727,24.0525,GPS
Masakhane Clinic Hankey,Clinic,MoH,-33.8277,24.8731,GPS
Masakhane Clinic N Mandela Metro,Clinic,MoH,-33.9216,25.4452,GPS
Masakhane Clinic Zwelitsha,Clinic,MoH,-32.9256,27.4325,GPS
Masakhe Clinic,Clinic,MoH,-31.5544,26.5601,GPS
Masele Clinic,Clinic,MoH,-32.9359,27.3307,GPS
Masibulele Clinic,Clinic,MoH,-30.3592,27.4413,GPS
Masincedane Clinic,Clinic,MoH,-32.6859,27.1136,GPS
Masiphile Clinic,Clinic,MoH,-32.8543,27.7891,GPS
Matatiele Community Clinic,Clinic,MoH,-30.3343,28.8146,GPS
Matomela Clinic,Clinic,MoH,-33.2758,27.1141,GPS
Matubeni Clinic,Clinic,MoH,-30.9651,29.1611,GPS
Matyantya Clinic,Clinic,MoH,-31.7855,27.0718,GPS
Mawusheni Clinic,Clinic,MoH,-31.9406,27.6702,GPS
Max Madlingozi Clinic,Clinic,MoH,-33.8697,25.5830,GPS
Maxwele Clinic,Clinic,MoH,-31.7045,28.7347,GPS
Mbadango Clinic,Clinic,MoH,-31.1114,29.6096,GPS
Mbalisweni Clinic,Clinic,MoH,-31.2684,29.1153,GPS
Mbekweni CHC,Community Health Centre,MoH,-31.7201,28.6865,GPS
Mbokotwana Clinic,Clinic,MoH,-31.2503,28.8066,GPS
Mbotyi Clinic,Clinic,MoH,-31.4672,29.7296,GPS
Mbulukweza Clinic,Clinic,MoH,-32.2326,27.7169,GPS
Mcambalala Clinic,Clinic,MoH,-31.8841,27.4944,GPS
Mcewula Clinic,Clinic,MoH,-31.5121,27.5284,GPS
Mdanjelwa Clinic,Clinic,MoH,-31.8007,28.2185,GPS
Mdeni Clinic,Clinic,MoH,-31.0344,28.7794,GPS
Mdingi Clinic,Clinic,MoH,-32.8237,27.3297,GPS
Mdyobe Clinic,Clinic,MoH,-31.1325,29.0504,GPS
Meje Clinic,Clinic,MoH,-31.0502,29.8747,GPS
Melani Clinic,Clinic,MoH,-32.7254,26.8739,GPS
Melitafa Clinic,Clinic,MoH,-32.0714,28.6807,GPS
Mevana Clinic,Clinic,MoH,-31.5280,29.2961,GPS
Mfundambini Clinic,Clinic,MoH,-30.8993,29.6665,GPS
Mfundisweni Clinic,Clinic,MoH,-30.8983,29.5200,GPS
Mgcwe Clinic,Clinic,MoH,-32.1396,28.2022,GPS
Mgudu Clinic,Clinic,MoH,-31.4783,28.3469,GPS
Mgwalana Clinic,Clinic,MoH,-32.7551,26.9620,GPS
Mgwali Clinic,Clinic,MoH,-32.4611,27.6056,GPS
Mgwenyane Clinic,Clinic,MoH,-31.5554,29.2333,GPS
Mhlahlane Clinic,Clinic,MoH,-31.4184,28.5410,GPS
Mhlakulo CHC,Community Health Centre,MoH,-31.4021,28.8441,GPS
Mhlanga Clinic,Clinic,MoH,-31.4638,27.1611,GPS
Mhlopekazi Clinic,Clinic,MoH,-31.7368,28.2692,GPS
Mhlotsheni Clinic,Clinic,MoH,-30.8027,29.0909,GPS
Mhlwazi Clinic,Clinic,MoH,-31.5137,27.9884,GPS
Michausdal Clinic,Clinic,MoH,-32.1736,25.6450,GPS
Middelburg Clinic,Clinic,MoH,-31.4952,25.0079,GPS
Middle Street Clinic,Clinic,MoH,-33.7577,25.3911,GPS
Middle Terrace Clinic,Clinic,MoH,-33.3003,26.5365,GPS
Middle Terrace Satellite Clinic,Satellite Clinic,MoH,-33.3004,26.5367,GPS
Middle Terrace TLC Clinic,Clinic,MoH,-33.3004,26.5367,GPS
Middledrift CHC,Community Health Centre,MoH,-32.8135,26.9883,GPS
Midland Hospital,District Hospital,MoH,-32.2608,24.5362,GPS
Midros Clinic,Clinic,MoH,-31.5029,25.0264,GPS
Misgund Clinic,Clinic,MoH,-33.7631,23.5024,GPS
Missionvale Clinic,Clinic,MoH,-33.8767,25.5500,GPS
Mitford Clinic,Clinic,MoH,-31.9895,26.5305,GPS
Mjanyana Clinic,Clinic,MoH,-31.8323,28.1061,GPS
Mjanyana Hospital,District Hospital,MoH,-31.8360,28.1038,GPS
Mjika Clinic,Clinic,MoH,-31.4364,28.6100,GPS
Mkambathi Clinic,Clinic,MoH,-31.2907,29.9490,GPS
Mkanyisi Clinic,Clinic,MoH,-32.5875,27.8858,GPS
Mkapusi Clinic,Clinic,MoH,-31.5951,27.1071,GPS
Mkemane Clinic,Clinic,MoH,-30.6680,29.0186,GPS
Mnceba Clinic,Clinic,MoH,-30.8947,29.2121,GPS
Mncotsho Clinic,Clinic,MoH,-32.9351,27.5998,GPS
Mngungu Clinic,Clinic,MoH,-31.0562,30.0321,GPS
Mntwana Clinic,Clinic,MoH,-30.9767,28.9237,GPS
Mnyibashe Clinic,Clinic,MoH,-32.1293,27.8042,GPS
Mnyolo Clinic,Clinic,MoH,-31.4945,28.2883,GPS
Molteno Clinic,Clinic,MoH,-31.3959,26.3605,GPS
Molteno Hospital,District Hospital,MoH,-31.3916,26.3555,GPS
Mooiplaas Clinic,Clinic,MoH,-32.7376,28.0541,GPS
Moore Street Clinic,Clinic,MoH,-33.0128,27.9155,GPS
Moses Mabida Clinic,Clinic,MoH,-33.3973,25.4808,GPS
Motherwell CHC,Community Health Centre,MoH,-33.8118,25.5979,GPS
Motherwell NU 11 Clinic,Clinic,MoH,-33.7833,25.5896,GPS
Motherwell NU 2 Clinic,Clinic,MoH,-33.8006,25.6032,GPS
Motherwell NU 8 Clinic,Clinic,MoH,-33.8003,25.5898,GPS
Mount Arthur Clinic,Clinic,MoH,-31.6864,27.1536,GPS
Mount Ayliff Gateway Clinic,Clinic,MoH,-30.8051,29.3597,GPS
Mount Ayliff Hospital,District Hospital,MoH,-30.8052,29.3596,GPS
Mount Coke CHC,Community Health Centre,MoH,-32.9804,27.4425,GPS
Mount Frere Gateway Clinic,Clinic,MoH,-30.9009,28.9956,GPS
Mount Hargreaves Clinic,Clinic,MoH,-30.4060,28.7066,GPS
Mpame Clinic,Clinic,MoH,-32.0979,29.0418,GPS
Mpeko Clinic,Clinic,MoH,-31.6236,28.6333,GPS
Mpetsheni Clinic,Clinic,MoH,-30.9955,29.8019,GPS
Mpharane Clinic,Clinic,MoH,-30.2639,28.4776,GPS
Mpindweni Clinic,Clinic,MoH,-31.5117,28.7812,GPS
Mpongo Clinic,Clinic,MoH,-33.1576,27.5263,GPS
Mpoza Clinic Lusikisiki,Clinic,MoH,-31.2363,29.5572,GPS
Mpoza Clinic Mount Frere,Clinic,MoH,-30.7318,29.0693,GPS
Mpozolo Clinic,Clinic,MoH,-32.1816,28.7791,GPS
Mpukane Clinic,Clinic,MoH,-32.3310,27.8747,GPS
Mpunzana Clinic,Clinic,MoH,-31.8038,28.6674,GPS
Mqambeli Clinic,Clinic,MoH,-32.4203,28.1082,GPS
Mqanduli CHC,Community Health Centre,MoH,-31.8235,28.7650,GPS
Mqhekezweni Clinic,Clinic,MoH,-31.7335,28.4676,GPS
Mqhele Clinic,Clinic,MoH,-31.9942,28.8920,GPS
Mqokolweni Clinic,Clinic,MoH,-31.1219,28.5493,GPS
Msendo Clinic,Clinic,MoH,-32.2709,28.7894,GPS
Msobomvu Clinic,Clinic,MoH,-32.7005,26.8528,GPS
Mtakatye Clinic,Clinic,MoH,-31.8464,29.2453,GPS
Mtambalala Clinic,Clinic,MoH,-31.3250,29.3529,GPS
Mthatha Defence Force Clinic,Clinic,MoH,-31.5706,28.6541,GPS
Mthatha Gateway Clinic,Clinic,MoH,-31.5903,28.7659,GPS
Mthatha General Hospital,Regional Hospital,MoH,-31.5903,28.7659,GPS
Mthatha Immunisation Pool Clinic,Clinic,MoH,-31.5903,28.7659,GPS
Mtingwevu Clinic,Clinic,MoH,-31.7470,27.6282,GPS
Mtombe Clinic,Clinic,MoH,-33.0545,27.3346,GPS
Mtyholo Clinic,Clinic,MoH,-32.9919,27.3566,GPS
Musong Clinic,Clinic,MoH,-30.4910,27.5607,GPS
Mvenyane Clinic,Clinic,MoH,-30.5525,29.0363,GPS
Mwaca Clinic,Clinic,MoH,-30.6399,29.2382,GPS
Mxalanga Clinic,Clinic,MoH,-32.7398,27.3659,GPS
Mxhelo Clinic,Clinic,MoH,-32.7946,26.7348,GPS
Mzamomhle Clinic Albert,Clinic,MoH,-31.0072,26.3352,GPS
Mzamomhle Clinic Bedford,Clinic,MoH,-32.6903,26.0966,GPS
Mzintlava Clinic,Clinic,MoH,-31.4059,29.5108,GPS
Mziwabantu Clinic,Clinic,MoH,-32.5780,25.1280,GPS
Mzongwana Clinic,Clinic,MoH,-30.1677,29.0521,GPS
Ncambele Clinic,Clinic,MoH,-31.5013,28.7361,GPS
Ncedolwethu Clinic,Clinic,MoH,-31.3295,27.8231,GPS
Nceduluntu Clinic,Clinic,MoH,-31.3774,26.3540,GPS
Ncembu Clinic,Clinic,MoH,-31.3516,28.4067,GPS
Ncera Clinic,Clinic,MoH,-33.1156,27.5924,GPS
Ncizele Clinic,Clinic,MoH,-32.5930,28.4332,GPS
Ncora Clinic,Clinic,MoH,-31.8185,27.7408,GPS
Ndabakazi Clinic,Clinic,MoH,-32.3478,28.0382,GPS
Ndanya Clinic,Clinic,MoH,-31.5724,28.9617,GPS
Ndawenzima Clinic,Clinic,MoH,-30.9095,29.3618,GPS
Ndela Clinic,Clinic,MoH,-30.9479,29.7135,GPS
Ndevana Clinic,Clinic,MoH,-32.9098,27.5070,GPS
Ndibela Clinic,Clinic,MoH,-31.8338,28.4172,GPS
Ndofela Clinic,Clinic,MoH,-30.3838,27.4318,GPS
Ndonga Clinic,Clinic,MoH,-31.6249,27.3891,GPS
Ndwayana Clinic,Clinic,MoH,-33.1604,26.8723,GPS
Needs Camp Clinic,Clinic,MoH,-33.0055,27.6470,GPS
Nelson Mandela Academic Hospital,National Central Hospital,MoH,-31.5881,28.7642,GPS
Nessie Knight Gateway Clinic,Clinic,MoH,-31.0091,28.6822,GPS
Nessie Knight Hospital,District Hospital,MoH,-31.0091,28.6822,GPS
New Brighton CHC,Community Health Centre,MoH,-33.9086,25.5855,GPS
New Brighton Clinic,Clinic,MoH,-33.9049,25.5978,GPS
New Rest Clinic,Clinic,MoH,-31.9040,26.8717,GPS
Newlands Clinic,Clinic,MoH,-32.8778,27.7491,GPS
Newtown Clinic,Clinic,MoH,-32.7740,26.6133,GPS
NG Dlukulu Clinic,Clinic,MoH,-33.2789,26.5777,GPS
Ngangelizwe CHC,Community Health Centre,MoH,-31.6014,28.7999,GPS
Ngcengane Clinic,Clinic,MoH,-31.5379,28.6043,GPS
Ngceza Clinic,Clinic,MoH,-31.9747,27.7345,GPS
Ngcobo CHC,Community Health Centre,MoH,-31.6785,28.0055,GPS
Ngcolora Clinic,Clinic,MoH,-31.3363,28.8955,GPS
Ngcoya Clinic,Clinic,MoH,-31.3887,29.3365,GPS
Ngcuka Satellite Clinic,Satellite Clinic,MoH,-31.7285,27.2538,GPS
Ngcwanguba CHC,Community Health Centre,MoH,-31.9190,29.0324,GPS
Ngonyama CHC,Community Health Centre,MoH,-31.6815,26.9337,GPS
Ngqanda Satellite Clinic,Satellite Clinic,MoH,-31.6727,27.2017,GPS
Ngqeleni Clinic,Clinic,MoH,-31.6200,28.8400,GPS
Ngqungqu Clinic,Clinic,MoH,-31.8654,28.8176,GPS
Ngqusi Clinic,Clinic,MoH,-32.4882,28.4036,GPS
Ngqwarha Clinic,Clinic,MoH,-31.7339,28.7780,GPS
Ngqwaru Clinic,Clinic,MoH,-31.8552,27.7849,GPS
Ngqwele Clinic,Clinic,MoH,-32.9049,27.2175,GPS
Ngwemnyama Clinic,Clinic,MoH,-31.2550,29.0160,GPS
Ngwenya Clinic,Clinic,MoH,-31.9495,28.7668,GPS
Ngxabangu Clinic,Clinic,MoH,-31.8452,27.6103,GPS
Ngxaza Clinic,Clinic,MoH,-31.2148,28.5064,GPS
Nier Clinic,Clinic,MoH,-33.3579,27.2421,GPS
Nieu-Bethesda Clinic,Clinic,MoH,-31.8685,24.5534,GPS
Njwaxa Clinic,Clinic,MoH,-32.8728,26.9056,GPS
Nkanga Clinic,Clinic,MoH,-31.4641,29.1744,GPS
Nkanunu Clinic,Clinic,MoH,-31.7599,29.2393,GPS
Nkanya Clinic,Clinic,MoH,-32.1520,28.9504,GPS
Nkozo Clinic,Clinic,MoH,-31.2017,29.4300,GPS
Nkumandeni Clinic,Clinic,MoH,-31.7301,29.0482,GPS
Nkwenkwana Clinic,Clinic,MoH,-31.7716,28.2093,GPS
Nkwenkwezi Clinic,Clinic,MoH,-33.5773,26.8925,GPS
Nobuhle NU 8 Clinic,Clinic,MoH,-32.9411,27.7251,GPS
Nolita Clinic,Clinic,MoH,-31.6998,28.9464,GPS
Nolukhanyo Clinic,Clinic,MoH,-33.4937,26.8312,GPS
Nomakhwezi Makhenyane Clinic,Clinic,MoH,-32.6929,26.3134,GPS
Nomangesi Jayiya Clinic,Clinic,MoH,-33.8205,25.3840,GPS
Nomonde Clinic,Clinic,MoH,-31.3865,26.3589,GPS
Nompumelelo Clinic,Clinic,MoH,-31.4716,27.3470,GPS
Nompumelelo Gateway Clinic,Clinic,MoH,-33.2069,27.1304,GPS
Nompumelelo Hospital  Peddie,District Hospital,MoH,-33.2092,27.1324,GPS
Nomzamo CHC,Community Health Centre,MoH,-31.9130,26.9707,GPS
Noncampa Clinic,Clinic,MoH,-32.9074,27.2993,GPS
Nontsikelelo Biko Clinic,Clinic,MoH,-31.4816,29.0737,GPS
Nontyatyambo CHC,Community Health Centre,MoH,-32.9472,27.7546,GPS
Norah Clinic,Clinic,MoH,-33.2278,27.3087,GPS
Nosekeni Nongaphi Mandela Clinic,Clinic,MoH,,,
Nozuko Clinic,Clinic,MoH,-32.3235,28.1674,GPS
Nqabara Clinic,Clinic,MoH,-32.2466,28.7208,GPS
Nqabeni Clinic,Clinic,MoH,-32.1188,28.5849,GPS
Nqadu Clinic Mbhashe,Clinic,MoH,-32.2357,28.4211,GPS
Nqamakwe CHC,Community Health Centre,MoH,-32.2082,27.9361,GPS
Nqancule Clinic,Clinic,MoH,-32.3521,27.7932,GPS
Nqanda A Clinic,Clinic,MoH,-31.7502,28.9236,GPS
Nququ Clinic,Clinic,MoH,-31.8121,27.6132,GPS
Nqwathi Clinic,Clinic,MoH,-31.7096,28.3584,GPS
Ntaba ka Ndoda Clinic,Clinic,MoH,-32.8183,27.1070,GPS
Ntafufu Clinic,Clinic,MoH,-31.4973,29.5272,GPS
Ntapane Clinic,Clinic,MoH,-31.5964,28.8487,GPS
Ntibane Clinic,Clinic,MoH,-31.8034,29.1794,GPS
Ntlabeni Clinic,Clinic,MoH,-30.7422,28.9225,GPS
Ntlangaza Clinic,Clinic,MoH,-31.8271,28.8718,GPS
Ntlenzi Clinic,Clinic,MoH,-30.9508,29.6125,GPS
Ntlola Clinic,Clinic,MoH,-30.5979,29.0799,GPS
Ntseshe Clinic,Clinic,MoH,-32.0942,28.0991,GPS
Ntshabeni Clinic,Clinic,MoH,-31.5192,28.6679,GPS
Ntshele Clinic,Clinic,MoH,-31.6726,28.7226,GPS
Ntshentshe Clinic,Clinic,MoH,-30.7076,29.5351,GPS
Ntshingeni Clinic,Clinic,MoH,-32.0475,27.4252,GPS
Ntsimba Clinic,Clinic,MoH,-31.8592,28.2119,GPS
Ntsitho Clinic,Clinic,MoH,-31.8592,28.2119,GPS
Ntsizwa Clinic,Clinic,MoH,-30.7381,29.2452,GPS
NU 12 Clinic,Clinic,MoH,-32.9328,27.7179,GPS
NU 13 Clinic,Clinic,MoH,-32.9414,27.7007,GPS
NU 16 Clinic,Clinic,MoH,-32.9590,27.6932,GPS
NU 17 Clinic,Clinic,MoH,-32.9489,27.6862,GPS
Nxotwe Clinic Qumbu,Clinic,MoH,-31.1610,28.7308,GPS
Nyalasa Clinic,Clinic,MoH,-31.6908,27.6796,GPS
Nyandeni Clinic,Clinic,MoH,-31.4555,28.9720,GPS
Nyaniso Clinic,Clinic,MoH,-30.5588,28.7336,GPS
Nyhwara Clinic,Clinic,MoH,-31.9441,28.3733,GPS
Nzulwini Clinic,Clinic,MoH,-32.0324,29.1075,GPS
Old Bunting Clinic,Clinic,MoH,-31.6723,29.1815,GPS
Openshaw Clinic,Clinic,MoH,-33.1582,27.4473,GPS
Oviston Satellite Clinic,Satellite Clinic,MoH,-30.7780,25.7972,GPS
Oxton Clinic,Clinic,MoH,-32.2279,26.7061,GPS
Paballong Clinic,Clinic,MoH,-30.4205,28.5063,GPS
Pakamisa Clinic,Clinic,MoH,-32.9358,27.4525,GPS
Pal 1 Clinic,Clinic,MoH,-33.5666,26.8916,GPS
Pal 2 Clinic,Clinic,MoH,-33.5792,26.8839,GPS
Palmerton Clinic,Clinic,MoH,-31.3221,29.4907,GPS
Palmietfontein Clinic,Clinic,MoH,-30.4307,27.5334,GPS
Park Centre Clinic,Clinic,MoH,-33.7639,25.4014,GPS
Parkvale Clinic,Clinic,MoH,-31.9211,26.8739,GPS
Patensie Town Satellite Clinic,Satellite Clinic,MoH,-33.7589,24.8107,GPS
Paterson Clinic,Clinic,MoH,-33.4403,25.9737,GPS
Peddie Extension Clinic,Clinic,MoH,-33.1998,27.1041,GPS
Peelton Clinic,Clinic,MoH,-32.7727,27.4978,GPS
Pefferville Clinic,Clinic,MoH,-33.0119,27.8808,GPS
Pelandaba Clinic,Clinic,MoH,-30.5994,27.6008,GPS
Pellsrus Clinic,Clinic,MoH,-34.0588,24.9217,GPS
Perksdale Clinic,Clinic,MoH,-32.8925,27.0760,GPS
Petros Jobane Clinic,Clinic,MoH,-32.9676,27.8850,GPS
Phahlakazi Clinic,Clinic,MoH,-31.7699,29.2755,GPS
Phakamile Clinic,Clinic,MoH,-31.9368,28.5667,GPS
Philani Clinic Cradock,Clinic,MoH,-32.1820,25.6405,GPS
Philani Clinic Emalahleni,Clinic,MoH,-31.7199,27.1994,GPS
Philani Clinic King William's Town,Clinic,MoH,-32.7002,27.5536,GPS
Philani Clinic Queenstown,Clinic,MoH,-31.9108,26.8703,GPS
Philani NU 1 Clinic,Clinic,MoH,-32.9384,27.7703,GPS
Pikholi Clinic,Clinic,MoH,-33.1881,26.9642,GPS
Pilani Clinic,Clinic,MoH,-31.9056,29.1473,GPS
Pirie Clinic,Clinic,MoH,-32.7924,27.2458,GPS
Plumstead Clinic,Clinic,MoH,-32.0262,27.7933,GPS
Poly Clinic,Clinic,MoH,-30.6929,26.7076,GPS
Port Alfred Clinic,Clinic,MoH,-33.5924,26.8872,GPS
Port Alfred Hospital,District Hospital,MoH,-33.5953,26.8831,GPS
Port Elizabeth Provincial Hospital,Provincial Tertiary Hospital,MoH,-33.9584,25.5998,GPS
Port St Johns CHC,Community Health Centre,MoH,-31.6323,29.5457,GPS
Potsdam Clinic,Clinic,MoH,-32.9811,27.6442,GPS
Pricesdale Clinic,Clinic,MoH,-32.2477,26.7264,GPS
Prinsvale Clinic,Clinic,MoH,-33.0270,24.3250,GPS
Punzana Clinic,Clinic,MoH,-33.0490,27.3669,GPS
Qamata Clinic,Clinic,MoH,-31.9746,27.4348,GPS
Qandu Clinic,Clinic,MoH,-31.7330,29.2792,GPS
Qanqu Clinic,Clinic,MoH,-30.9188,28.7330,GPS
Qaqa Clinic,Clinic,MoH,-31.0204,29.2179,GPS
Qasa Clinic,Clinic,MoH,-31.0268,29.4177,GPS
Qaukeni Clinic,Clinic,MoH,-31.1641,29.3467,GPS
Qebe Clinic,Clinic,MoH,-31.5122,28.0356,GPS
Qeto Clinic,Clinic,MoH,-33.3260,27.0980,GPS
Qhiba Clinic,Clinic,MoH,-31.4385,27.7235,GPS
Qibira Clinic,Clinic,MoH,-32.9455,27.0346,GPS
Qina Clinic,Clinic,MoH,-32.4548,28.1825,GPS
Qitsi Clinic,Clinic,MoH,-31.9187,27.9287,GPS
Qobo Clinic,Clinic,MoH,-30.7349,29.7058,GPS
Qokolweni Clinic,Clinic,MoH,-31.7021,28.7795,GPS
Qolombane Clinic Qumbu,Clinic,MoH,-31.4208,28.7585,GPS
Qolora-By-Sea Clinic,Clinic,MoH,-32.6335,28.4143,GPS
Qombolo Clinic,Clinic,MoH,-32.0024,27.6645,GPS
Qoqodala Clinic,Clinic,MoH,-31.7159,26.9502,GPS
Queen Nonesi Clinic,Clinic,MoH,-31.8210,27.0109,GPS
Queen Noti Clinic,Clinic,MoH,-31.1614,28.5488,GPS
Queen's Mercy Clinic,Clinic,MoH,-30.2544,28.5688,GPS
Qumanco Clinic,Clinic,MoH,-31.7859,27.9235,GPS
Qumanco J Tribal Clinic,Clinic,MoH,-31.7938,27.8194,GPS
Qumbu CHC,Community Health Centre,MoH,-31.1672,28.8699,GPS
Qunu Clinic,Clinic,MoH,-31.7714,28.6171,GPS
Qurhu Clinic,Clinic,MoH,-33.0025,27.5439,GPS
Qwaninga Clinic,Clinic,MoH,-32.3983,28.6207,GPS
Qwidlana Clinic,Clinic,MoH,-30.7988,28.7081,GPS
Qwiliqwili Clinic,Clinic,MoH,-32.2836,27.7369,GPS
Rabula Clinic,Clinic,MoH,-32.7486,27.1660,GPS
Raglan Road Clinic,Clinic,MoH,-33.3068,26.5403,GPS
Raymond Mhlaba Clinic,Clinic,MoH,-33.2003,26.1486,GPS
Rhodes Satellite Clinic,Satellite Clinic,MoH,-30.7983,27.9600,GPS
Rietbron Clinic,Clinic,MoH,-33.1395,23.6142,GPS
Robert Mbelekana Clinic,Clinic,MoH,-33.1659,26.9163,GPS
Robert Mjobo Clinic,Clinic,MoH,-30.7128,27.2118,GPS
Rocklands Clinic,Clinic,MoH,-32.0168,26.4796,GPS
Rodana Clinic,Clinic,MoH,-31.9146,27.2014,GPS
Rode Clinic,Clinic,MoH,-30.8257,29.1383,GPS
Rolweni Clinic,Clinic,MoH,-30.5593,28.8123,GPS
Rosedale CHC,Community Health Centre,MoH,-33.7368,25.3762,GPS
Rwantsana Clinic,Clinic,MoH,-31.8449,27.3134,GPS
Rwarwa Clinic,Clinic,MoH,-32.7450,26.9098,GPS
Sabalele Clinic,Clinic,MoH,-32.1065,27.4557,GPS
Sada Clinic,Clinic,MoH,-32.2028,26.8104,GPS
Sandbult Clinic,Clinic,MoH,-31.0003,26.3299,GPS
Sanddrif Clinic,Clinic,MoH,-33.9901,23.9695,GPS
Sangoni Clinic,Clinic,MoH,-31.6906,28.7725,GPS
SAWAS Memorial Hospital Jansenville,District Hospital,MoH,-32.9422,24.6620,GPS
Schauderville Clinic,Clinic,MoH,-33.9331,25.5754,GPS
Sebeni Clinic,Clinic,MoH,-32.3894,28.5962,GPS
Seqhobong Clinic,Clinic,MoH,-30.4353,28.4248,GPS
Settlers Day Hospital,Community Health Centre,MoH,-33.3077,26.5335,GPS
Settlers Hospital,District Hospital,MoH,-33.3024,26.5146,GPS
Seymour Clinic,Clinic,MoH,-32.5507,26.7662,GPS
Shawbury Clinic,Clinic,MoH,-31.2310,28.9582,GPS
Shepherds Hope Clinic,Clinic,MoH,-30.3468,28.5929,GPS
Sheshegu Clinic,Clinic,MoH,-32.9013,26.7850,GPS
Shiloh Clinic,Clinic,MoH,-32.2003,26.8272,GPS
Shornville Clinic,Clinic,MoH,-32.8974,27.3988,GPS
Sidwadweni Clinic,Clinic,MoH,-31.3564,28.8362,GPS
Sidwell Satellite Clinic,Satellite Clinic,MoH,-33.9331,25.5754,GPS
Sifonondile Clinic,Clinic,MoH,-31.4913,27.6400,GPS
Sigidi Clinic,Clinic,MoH,-30.9424,29.3515,GPS
Silvertown Clinic,Clinic,MoH,-33.8265,25.4022,GPS
Sinebhongo Clinic,Clinic,MoH,-32.9818,27.8575,GPS
Sinqumeni Clinic,Clinic,MoH,-31.4181,28.2630,GPS
Sipetu Gateway Clinic,Clinic,MoH,-31.0917,29.1873,GPS
Sipetu Hospital,District Hospital,MoH,-31.0917,29.1873,GPS
Sitebe Clinic,Clinic,MoH,-31.8829,28.5809,GPS
Soga Clinic,Clinic,MoH,-32.0292,28.7382,GPS
Sonwabile Clinic,Clinic,MoH,-31.0745,28.3610,GPS
Sonwabo Zandile Clinic,Clinic,MoH,-30.9666,27.5940,GPS
SOS Clinic,Clinic,MoH,-31.6222,28.7454,GPS
Soto Clinic,Clinic,MoH,-32.6985,28.1339,GPS
Soweto Clinic,Clinic,MoH,-33.8599,25.5676,GPS
Springrove Clinic,Clinic,MoH,-32.1105,26.4633,GPS
Springs Clinic,Clinic,MoH,-32.4598,28.0792,GPS
SS Gida Gateway Clinic,Clinic,MoH,-32.6745,27.1436,GPS
SS Gida Hospital,District Hospital,MoH,-32.6745,27.1435,GPS
St Augustine's Clinic,Clinic,MoH,-31.2242,28.6025,GPS
St Barnabas Gateway Clinic,Clinic,MoH,-31.5642,29.1162,GPS
St Barnabas Hospital,District Hospital,MoH,-31.5642,29.1162,GPS
St Elizabeth's Gateway Clinic,Clinic,MoH,-31.3599,29.5655,GPS
St Elizabeth's Hospital,Regional Hospital,MoH,-31.3598,29.5653,GPS
St Francis Bay Clinic,Clinic,MoH,-34.1746,24.8178,GPS
St Francis Hospital,District Hospital,MoH,-30.6887,26.6992,GPS
St Lucy's Gateway Clinic,Clinic,MoH,-31.3004,28.6308,GPS
St Lucy's Hospital,District Hospital,MoH,-31.3007,28.6298,GPS
St Mark's Clinic,Clinic,MoH,-32.0127,27.4076,GPS
St Matthew's Clinic,Clinic,MoH,-32.6477,27.1810,GPS
St Michael's Clinic,Clinic,MoH,-30.4713,27.4415,GPS
St Patrick's Gateway Clinic,Clinic,MoH,-30.8653,29.8516,GPS
St Patrick's Hospital,District Hospital,MoH,-30.8654,29.8516,GPS
St Thomas Clinic,Clinic,MoH,-32.6989,27.3707,GPS
Stanford Terrace Clinic,Clinic,MoH,-31.5862,28.7832,GPS
Station Hill Clinic,Clinic,MoH,-33.5817,26.8930,GPS
Sterkspruit Town Clinic,Clinic,MoH,-30.5332,27.3534,GPS
Sterkstroom Clinic,Clinic,MoH,-31.5531,26.5534,GPS
Sterkstroom Hospital,District Hospital,MoH,-31.5531,26.5534,GPS
Steynsburg Clinic,Clinic,MoH,-31.2959,25.8244,GPS
Steynsburg Hospital,District Hospital,MoH,-31.2932,25.8132,GPS
Steytler Satellite Clinic,Satellite Clinic,MoH,-33.9331,25.5754,GPS
Stoney Croft Satellite Clinic,Satellite Clinic,MoH,-31.6831,27.3177,GPS
Stormsriver Satellite Clinic,Satellite Clinic,MoH,-33.9948,23.8876,GPS
Stow Road Clinic,Clinic,MoH,-33.7731,25.4064,GPS
Stutterheim Clinic,Clinic,MoH,-32.5694,27.4265,GPS
Stutterheim Hospital,District Hospital,MoH,-32.5713,27.4194,GPS
Sundays Valley  Hospital Kirkwood,District Hospital,MoH,-33.3947,25.4400,GPS
Sunduza Clinic,Clinic,MoH,-30.6155,27.3911,GPS
Sundwana Clinic,Clinic,MoH,-32.0956,28.5514,GPS
Swartkops Satellite Clinic,Satellite Clinic,MoH,-33.8809,25.5917,GPS
Swartwater Clinic,Clinic,MoH,-31.6665,26.8314,GPS
Sweetwaters Clinic,Clinic,MoH,-32.9015,27.4157,GPS
Sydenham Satellite Clinic,Satellite Clinic,MoH,-33.9366,25.6024,GPS
Tabankulu CHC,Community Health Centre,MoH,-30.9633,29.2995,GPS
Tabase Clinic,Clinic,MoH,-31.5718,28.5706,GPS
