FacilityId,Ou3uid,FacilityName,Province,District,SubDistrict,Ou2Code,Ou3Code
926651,mTGPVqDw39x,gp Atteridgeville Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 3 Health sub-District,333920,213103
964124,HnxwzrjaFJ6,gp Azaadville Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Mogale City Local Municipality,333920,785121
513260,QAFeD9Y7ndl,mp Ackerville Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Emalahleni Local Municipality,827311,631203
222606,jV5WxrHYFzy,mp Agincourt CHC,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,827311,976421
944806,QAFeD9Y7ndl,mp Allemansdrift B Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,827311,631203
884624,QAFeD9Y7ndl,mp Allemansdrift C CHC,mp Mpumalanga Province,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,827311,631203
383524,q7RiAE9fLwc,mp Amersfoort Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Dr Pixley Ka Isaka Seme Local Municipality,827311,334903
323742,q7RiAE9fLwc,mp Amsterdam CHC,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Mkhondo Local Municipality,827311,334903
463160,q7RiAE9fLwc,mp Arnhemburg Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Chief Albert Luthuli Local Municipality,827311,334903
799751,jV5WxrHYFzy,mp Arthurseat Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,827311,976421
627315,jV5WxrHYFzy,mp Arthurstone Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,827311,976421
730851,d12AA2zsVxt,ec Afsondering Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Matatiele Local Municipality,431111,444212
622242,ql0rmwCO9UV,ec Agnes Rest Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Emalahleni Local Municipality,431111,732412
776215,EjbGzWzoog1,ec Alexandria Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Ndlambe Local Municipality,431111,621012
478433,zpkQ8sQRTZ3,ec Algoa Park Clinic,ec Eastern Cape Province,ec Nelson Mandela Bay Municipality,ec Nelson Mandela C Health sub-District,431111,678321
632551,QklDVCzIwT6,ec Aliwal North Block H Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Walter Sisulu Local Municipality,431111,404230
303542,ql0rmwCO9UV,ec All Saints Gateway Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Engcobo Local Municipality,431111,732412
677651,TbCwPijrHNt,ec Alphendale Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
875933,K8jjt6s87Hu,ec Amabele Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Amahlathi Local Municipality,431111,252803
898551,d12AA2zsVxt,ec Amadiba Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Mbizana Local Municipality,431111,444212
556742,TbCwPijrHNt,ec Amahleke Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
955151,d12AA2zsVxt,ec Amandengane Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Mbizana Local Municipality,431111,444212
678833,d12AA2zsVxt,ec Amantshangase Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Mbizana Local Municipality,431111,444212
952960,K8jjt6s87Hu,ec Amathole Basin Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
381642,EjbGzWzoog1,ec Andrieskraal Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Kouga Local Municipality,431111,621012
404833,EjbGzWzoog1,ec Anglo African Street Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Makana Local Municipality,431111,621012
515215,ql0rmwCO9UV,ec Askeaton Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Sakhisizwe Local Municipality,431111,732412
862533,TbCwPijrHNt,ec Aspiranza Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
479433,K8jjt6s87Hu,ec Assina Mandla Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
897151,OR2w9kBBhZe,fs Albert Luthuli Memorial Clinic,fs Free State Province,fs Lejweleputswa District Municipality,fs Nala Local Municipality,217302,129112
734833,OR2w9kBBhZe,fs Allanridge Clinic,fs Free State Province,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,217302,129112
853642,OR2w9kBBhZe,fs AM Kruger Clinic,fs Free State Province,fs Lejweleputswa District Municipality,fs Matjhabeng Local Municipality,217302,129112
488342,b5mCCfOR8R3,fs Ango Maseola (Marikana) Clinic,fs Free State Province,fs Fezile Dabi District Municipality,fs Moqhaka Local Municipality,217302,543412
782533,ZWcUeSJI21o,nw AfriSam Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Ditsobotla Local Municipality,568802,740203
665424,ZWcUeSJI21o,nw Agisanang Clinic,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,568802,740203
120824,iLWjlkUEjzX,nw Alabama Clinic,nw North West Province,nw Dr Kenneth Kaunda District Municipality,nw City of Matlosana Local Municipality,568802,497630
341351,lJbNeGCcG2Z,nw Amalia Clinic,nw North West Province,nw Dr Ruth Segomotsi Mompati District Municipality,nw Mamusa Local Municipality,568802,841921
445351,t6py4PSEdnz,nw Anna Legoale Clinic,nw North West Province,nw Bojanala Platinum District Municipality,nw Rustenburg Local Municipality,568802,705721
360942,ZWcUeSJI21o,nw Atamelang CHC,nw North West Province,nw Ngaka Modiri Molema District Municipality,nw Tswaing Local Municipality,568802,740203
858651,lJbNeGCcG2Z,nw Austrey Clinic,nw North West Province,nw Dr Ruth Segomotsi Mompati District Municipality,nw Kagisano-Molopo Local Municipality,568802,841921
211451,kd9K76vLzaR,wc Aan-het-Pad Clinic,wc Western Cape Province,wc Cape Winelands District Municipality,wc Stellenbosch Local Municipality,584611,541221
888524,DCPty9q6jMi,wc Adriaanse Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Tygerberg Health sub-District,584611,472412
274224,VpEEvpG5uWw,wc Albertinia Clinic,wc Western Cape Province,wc Eden District Municipality,wc Hessequa Local Municipality,584611,853430
482624,DCPty9q6jMi,wc Alphen Clinic,wc Western Cape Province,wc City of Cape Town Metropolitan Municipality,wc Cape Town Southern Health sub-District,584611,472412
425824,VpEEvpG5uWw,wc Amalienstein Clinic,wc Western Cape Province,wc Eden District Municipality,wc Kannaland Local Municipality,584611,853430
786315,kd9K76vLzaR,wc Annie Brown Clinic,wc Western Cape Province,wc Cape Winelands District Municipality,wc Witzenberg Local Municipality,584611,541221
778451,cNqykWdrvRg,lp A Mamabolo Clinic,lp Limpopo Province,lp Capricorn District Municipality,lp Polokwane Local Municipality,325111,173403
110533,EjbGzWzoog1,ec Addo Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Sundays River Valley Local Municipality,431111,621012
429442,K8jjt6s87Hu,ec Adelaide Gateway Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
241933,EjbGzWzoog1,ec Aeroville Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Blue Crane Route Local Municipality,431111,621012
757742,YYs2UMpZZ5o,nc Aggeneys Clinic,nc Northern Cape Province,nc Namakwa District Municipality,nc Kh̢i-Ma Local Municipality,866402,259530
240633,YYs2UMpZZ5o,nc Alexander Bay CHC,nc Northern Cape Province,nc Namakwa District Municipality,nc Richtersveld Local Municipality,866402,259530
863660,iFiImi5WXRl,nc Askham CHC,nc Northern Cape Province,nc Zwelentlanga Fatman Mgcawu District Municipality,nc Dawid Kruiper Local Municipality,866402,741212
722260,WnTlsaSVlEm,lp Abbotspoort Clinic,lp Limpopo Province,lp Waterberg District Municipality,lp Lephalale Local Municipality,325111,704412
202133,cNqykWdrvRg,lp Alldays Clinic,lp Limpopo Province,lp Capricorn District Municipality,lp Blouberg Local Municipality,325111,173403
541751,WnTlsaSVlEm,lp Alma Clinic,lp Limpopo Province,lp Waterberg District Municipality,lp Mookgophong/Modimolle Local Municipality,325111,704412
375951,cNqykWdrvRg,lp Ambergate Clinic,lp Limpopo Province,lp Capricorn District Municipality,lp Blouberg Local Municipality,325111,173403
451924,WnTlsaSVlEm,lp Armoed Clinic,lp Limpopo Province,lp Waterberg District Municipality,lp Mogalakwena Local Municipality,325111,704412
303924,Zrt8CaZ4BkE,kz Balgowan Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz uMngeni Local Municipality,446311,575421
778215,NivY3BZqeLr,kz Ballito Clinic,kz KwaZulu-Natal Province,kz iLembe District Municipality,kz KwaDukuza Local Municipality,446311,585430
352624,Zrt8CaZ4BkE,kz Bambanani Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz uMshwathi Local Municipality,446311,575421
910415,Zrt8CaZ4BkE,kz Baniyena Clinic,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Mkhambathini Local Municipality,446311,575421
443442,D2TQgzl3HzB,kz Baphumile Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Umzumbe Local Municipality,446311,546212
266524,z478S4lofBn,kz Bayview Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
452151,z478S4lofBn,kz Beatrice Street Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
847933,BRJK2K5mJIL,kz Belgrade Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz uPhongolo Local Municipality,446311,272903
544415,BRJK2K5mJIL,kz Benedictine Gateway Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Nongoma Local Municipality,446311,272903
349451,thF0XvUHYib,kz Bergville Clinic,kz KwaZulu-Natal Province,kz Uthukela District Municipality,kz Okhahlamba Local Municipality,446311,353812
762042,z478S4lofBn,kz Besters Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
429242,dZylikE1PsB,kz Bethesda Gateway Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz Jozini Local Municipality,446311,364630
576560,dZylikE1PsB,kz Bhekabantu Clinic,kz KwaZulu-Natal Province,kz Umkhanyakude District Municipality,kz uMhlabuyalingana Local Municipality,446311,364630
713524,z478S4lofBn,kz Bhekimpilo Trust - Amatikwe Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
973333,z478S4lofBn,kz Bhekimpilo Trust - Bekulwandle Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
383215,z478S4lofBn,kz Bhekimpilo Trust - Emandleni Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
565506,z478S4lofBn,kz Bhekimpilo Trust - Hlengimpilo Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
737233,z478S4lofBn,kz Bhekimpilo Trust - Hlengisizwe Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
674833,z478S4lofBn,kz Bhekimpilo Trust - Inanda Day Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
459860,z478S4lofBn,kz Bhekimpilo Trust - Kusakusa Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
963251,z478S4lofBn,kz Bhekimpilo Trust - Sandasonke Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
759724,BRJK2K5mJIL,kz Bhekumthetho Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz AbaQulusi Local Municipality,446311,272903
623015,BRJK2K5mJIL,kz Bhekuzulu Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz AbaQulusi Local Municipality,446311,272903
723315,D2TQgzl3HzB,kz Bhobhoyi Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
989042,D2TQgzl3HzB,kz Bhomela Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
213251,z478S4lofBn,kz Blue Roof Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
440224,z478S4lofBn,kz Bluff Clinic,kz KwaZulu-Natal Province,kz eThekwini Metropolitan Municipality,kz eThekwini Metropolitan Municipality Sub,446311,391012
663542,anWKEo1Z2Pz,kz Brackenham Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz City of uMhlathuze Local Municipality,446311,367621
755851,D2TQgzl3HzB,kz Braemer Clinic,kz KwaZulu-Natal Province,kz Ugu District Municipality,kz Ray Nkonyeni Local Municipality,446311,546212
368815,Zrt8CaZ4BkE,kz Bruntville CHC,kz KwaZulu-Natal Province,kz uMgungundlovu District Municipality,kz Mpofana Local Municipality,446311,575421
225215,anWKEo1Z2Pz,kz Buchanana Clinic,kz KwaZulu-Natal Province,kz King Cetshwayo District Municipality,kz City of uMhlathuze Local Municipality,446311,367621
167742,thF0XvUHYib,kz Busingatha Clinic,kz KwaZulu-Natal Province,kz Uthukela District Municipality,kz Okhahlamba Local Municipality,446311,353812
157851,BRJK2K5mJIL,kz Buxedene Clinic,kz KwaZulu-Natal Province,kz Zululand District Municipality,kz Nongoma Local Municipality,446311,272903
786642,HnxwzrjaFJ6,gp Badirile Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Rand West City Local Municipality,333920,785121
934233,qTz6ZHmOPus,gp Barcelona Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni East 1 Health sub-District,333920,565703
454533,CT8lZ9vouCK,gp Barney Molokoane Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg G Health sub-District,333920,757012
171333,qTz6ZHmOPus,gp Bedfordview Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,333920,565703
146451,HnxwzrjaFJ6,gp Bekkersdal East Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Rand West City Local Municipality,333920,785121
173124,HnxwzrjaFJ6,gp Bekkersdal West CHC,gp Gauteng Province,gp West Rand District Municipality,gp Rand West City Local Municipality,333920,785121
775533,CT8lZ9vouCK,gp Bellavista Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,333920,757012
271924,CT8lZ9vouCK,gp Berario Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg B Health sub-District,333920,757012
892624,qTz6ZHmOPus,gp Bertha Gxowa Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni South 1 Health sub-District,333920,565703
981351,eb2pqCr6SPX,gp Beverly Hills Clinic,gp Gauteng Province,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,333920,364303
652460,CT8lZ9vouCK,gp Bezvalley Clinic,gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg F Health sub-District,333920,757012
211160,qTz6ZHmOPus,gp Birchleigh Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,333920,565703
122442,qTz6ZHmOPus,gp Birchleigh North Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,333920,565703
504324,HnxwzrjaFJ6,gp Blybank Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Merafong City Local Municipality,333920,785121
527215,HnxwzrjaFJ6,gp Blyvooruitsig Clinic,gp Gauteng Province,gp West Rand District Municipality,gp Merafong City Local Municipality,333920,785121
791242,mTGPVqDw39x,gp Boekenhout Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,333920,213103
699751,mTGPVqDw39x,gp Boikhutsong Clinic,gp Gauteng Province,gp City of Tshwane Metropolitan Municipality,gp Tshwane 1 Health sub-District,333920,213103
627415,eb2pqCr6SPX,gp Boipatong CHC,gp Gauteng Province,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,333920,364303
315424,eb2pqCr6SPX,gp Boitumelo Clinic,gp Gauteng Province,gp Sedibeng District Municipality,gp Emfuleni Local Municipality,333920,364303
707560,qTz6ZHmOPus,gp Boksburg Civic Centre Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,333920,565703
676551,qTz6ZHmOPus,gp Boksburg North Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 2 Health sub-District,333920,565703
661160,qTz6ZHmOPus,gp Bonaero Park Clinic,gp Gauteng Province,gp Ekurhuleni Metropolitan Municipality,gp Ekurhuleni North 1 Health sub-District,333920,565703
625451,CT8lZ9vouCK,gp Bophelong Clinic (Johannesburg A),gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg A Health sub-District,333920,757012
314142,CT8lZ9vouCK,gp Bophelong Clinic (Johannesburg C),gp Gauteng Province,gp City of Johannesburg Metropolitan Municipality,gp Johannesburg C Health sub-District,333920,757012
383515,q7RiAE9fLwc,mp Badplaas CHC,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Chief Albert Luthuli Local Municipality,827311,334903
540633,q7RiAE9fLwc,mp Balfour Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Dipaleseng Local Municipality,827311,334903
340624,jV5WxrHYFzy,mp Barberton Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
404742,jV5WxrHYFzy,mp Barberton Gateway Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
978115,QAFeD9Y7ndl,mp Beatty Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Emalahleni Local Municipality,827311,631203
293242,jV5WxrHYFzy,mp Belfast Clinic (Bushbuckridge),mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,827311,976421
442824,QAFeD9Y7ndl,mp Belfast Gateway Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Emakhazeni Local Municipality,827311,631203
665024,QAFeD9Y7ndl,mp Belfast Wellness Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Emakhazeni Local Municipality,827311,631203
563951,q7RiAE9fLwc,mp Bethal Town Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Govan Mbeki Local Municipality,827311,334903
434315,q7RiAE9fLwc,mp Betty'sgoed Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Chief Albert Luthuli Local Municipality,827311,334903
778415,jV5WxrHYFzy,mp Bhuga CHC,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
324215,QAFeD9Y7ndl,mp Bloedfontein Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Dr JS Moroka Local Municipality,827311,631203
745760,QAFeD9Y7ndl,mp Boekenhouthoek Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Thembisile Hani Local Municipality,827311,631203
285242,jV5WxrHYFzy,mp Boschfontein Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Nkomazi Local Municipality,827311,976421
415115,QAFeD9Y7ndl,mp Botleng Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Victor Khanye Local Municipality,827311,631203
652224,QAFeD9Y7ndl,mp Botleng Extension 3 Clinic,mp Mpumalanga Province,mp Nkangala District Municipality,mp Victor Khanye Local Municipality,827311,631203
332360,jV5WxrHYFzy,mp Boulders Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp City of Mbombela Local Municipality,827311,976421
685042,jV5WxrHYFzy,mp Bourkes Luck Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Thaba Chweu Local Municipality,827311,976421
628706,q7RiAE9fLwc,mp Breyten Clinic,mp Mpumalanga Province,mp Gert Sibande District Municipality,mp Msukaligwa Local Municipality,827311,334903
887715,jV5WxrHYFzy,mp Brondal Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Thaba Chweu Local Municipality,827311,976421
270233,jV5WxrHYFzy,mp Brooklyn Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,827311,976421
515324,jV5WxrHYFzy,mp Buffelshoek Clinic,mp Mpumalanga Province,mp Ehlanzeni District Municipality,mp Bushbuckridge Local Municipality,827311,976421
437260,ql0rmwCO9UV,ec Bacclesfarm Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,431111,732412
278260,K8jjt6s87Hu,ec Badi Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
395415,gG593Bj4Pw3,ec Bala Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Ingquza Hill Local Municipality,431111,264903
749615,d12AA2zsVxt,ec Baleni Clinic,ec Eastern Cape Province,ec Alfred Nzo District Municipality,ec Mbizana Local Municipality,431111,444212
427351,K8jjt6s87Hu,ec Balfour Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
485351,gG593Bj4Pw3,ec Bambisana Gateway Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Port St Johns Local Municipality,431111,264903
557515,ql0rmwCO9UV,ec Banzi Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Intsika Yethu Local Municipality,431111,732412
308460,ql0rmwCO9UV,ec Baroda Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Inxuba Yethemba Local Municipality,431111,732412
353542,EjbGzWzoog1,ec Baviaans Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Dr Beyers Naud̩ Local Municipality,431111,621012
373624,gG593Bj4Pw3,ec Baziya CHC,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
254324,TbCwPijrHNt,ec Beacon Bay Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
297033,EjbGzWzoog1,ec Beatrice Ngwentle Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Blue Crane Route Local Municipality,431111,621012
536833,K8jjt6s87Hu,ec Bedford Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
581106,ql0rmwCO9UV,ec Beestekraal Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Sakhisizwe Local Municipality,431111,732412
660533,ql0rmwCO9UV,ec Bengu Clinic (Emalahleni),ec Eastern Cape Province,ec Chris Hani District Municipality,ec Emalahleni Local Municipality,431111,732412
867142,QklDVCzIwT6,ec Bensonvale Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,431111,404230
675842,EjbGzWzoog1,ec Bergsig Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Sundays River Valley Local Municipality,431111,621012
441042,TbCwPijrHNt,ec Berlin Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
644842,QklDVCzIwT6,ec Bethania Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Elundini Local Municipality,431111,404230
434833,K8jjt6s87Hu,ec Bezuidenhoutville Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Raymond Mhlaba Local Municipality,431111,252803
735042,K8jjt6s87Hu,ec Bhele Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Ngqushwa Local Municipality,431111,252803
456342,TbCwPijrHNt,ec Bhisho Gateway Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
554333,EjbGzWzoog1,ec Bhongweni Clinic,ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Blue Crane Route Local Municipality,431111,621012
878515,ql0rmwCO9UV,ec Bilatye Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Intsika Yethu Local Municipality,431111,732412
744042,gG593Bj4Pw3,ec Bityi Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec King Sabata Dalindyebo Local Municipality,431111,264903
491415,QklDVCzIwT6,ec Bluegums Clinic,ec Eastern Cape Province,ec Joe Gqabi District Municipality,ec Senqu Local Municipality,431111,404230
924951,gG593Bj4Pw3,ec Bodweni Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Ingquza Hill Local Municipality,431111,264903
883215,ql0rmwCO9UV,ec Bokleni Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Engcobo Local Municipality,431111,732412
673424,ql0rmwCO9UV,ec Bolotwa Clinic (Confimvaba),ec Eastern Cape Province,ec Chris Hani District Municipality,ec Enoch Mgijima Local Municipality,431111,732412
755633,K8jjt6s87Hu,ec Bolotwa Clinic (Idutywa),ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
768115,K8jjt6s87Hu,ec Bomvana Clinic,ec Eastern Cape Province,ec Amathole District Municipality,ec Mbhashe Local Municipality,431111,252803
691624,gG593Bj4Pw3,ec Bomvini Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Port St Johns Local Municipality,431111,264903
862242,ql0rmwCO9UV,ec Boomplaas Clinic,ec Eastern Cape Province,ec Chris Hani District Municipality,ec Emalahleni Local Municipality,431111,732412
266133,zpkQ8sQRTZ3,ec Booysens Park Clinic,ec Eastern Cape Province,ec Nelson Mandela Bay Municipality,ec Nelson Mandela C Health sub-District,431111,678321
470233,TbCwPijrHNt,ec Braelyn Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
386615,TbCwPijrHNt,ec Braelyn Extension Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
313760,TbCwPijrHNt,ec Breidbach Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
544806,EjbGzWzoog1,ec Brug Straat Clinic (Jansenville),ec Eastern Cape Province,ec Sarah Baartman District Municipality,ec Dr Beyers Naud̩ Local Municipality,431111,621012
875506,gG593Bj4Pw3,ec Buchele Clinic,ec Eastern Cape Province,ec Oliver Tambo District Municipality,ec Port St Johns Local Municipality,431111,264903
816424,TbCwPijrHNt,ec Bulembu Clinic,ec Eastern Cape Province,ec Buffalo City Metropolitan Municipality,ec Buffalo City Health sub-District,431111,528712
